City,Month,Year,Decibel_Level,Traffic_Density,Green_Space_Area,Air_Quality_Index,Cost_of_Living_Index,Healthcare_Index,Environmental_Quality_Index,Health_Wellness_Index,Mobility_Comfort_Index,Composite_Happiness_Index
Auckland,January,2030,50.46593722238893,Low,80.46027895772245,42.04103513369447,111.87719065938563,96.15741426796183,2.7378138050600658,0.0,2.965485111765055,1.8364967999652901
Auckland,February,2030,57.983992469421,Low,78.75137065282247,40.643172646820624,107.06073576466281,95.11856856903964,4.034635550054763,0.0,0.0,1.6138542200219055
Auckland,March,2030,60.33144215361116,Low,73.5989090877511,41.0689467863544,112.02002410080786,96.37652071021242,0.0,1.9542422462954734,4.457555054837932,1.7983735499128986
Auckland,April,2030,56.280849197834236,Low,74.99768909210368,41.20962431845657,110.78541294840504,97.66852950522849,3.5345047297143033,0.0,0.0,1.4138018918857214
Auckland,May,2030,61.78655807903952,Low,85.109872675213,38.01931652046161,110.36301164555194,98.82232376566692,0.9654834561150887,3.5088453640976,0.17265618300525531,1.6574533056315093
Auckland,June,2030,60.068599993797406,Low,76.29765846742916,38.3457060718798,108.88729297842309,97.80133697763777,3.9730799388902325,0.0,1.5296400960533103,1.9716419995694205
Auckland,July,2030,50.08749663085128,Low,78.56134450417463,39.442659506068885,112.08400099907765,95.60257594267786,2.5177514376063286,0.5048906925367442,0.0,1.1838123174303918
Auckland,August,2030,53.86685377854608,Low,78.43332269936245,40.943562750813705,108.77558577131617,96.6527785992193,1.0326144195791844,0.0,1.0682014537015208,0.6800961312570539
Auckland,September,2030,56.985957753760665,Low,80.41914874881705,39.58284006413133,113.88814216437771,95.48903281243395,1.4160435392133466,1.2143341461194483,0.0,0.9914343668271455
Auckland,October,2030,57.605588726780326,Low,77.19878478553166,37.60248755998303,110.7864555863285,96.31278509838772,0.0,1.7893724931379718,1.0672291109176335,0.8930876503276984
Auckland,November,2030,47.72128492489562,Low,78.98582435621512,40.91098196907527,110.59371341613488,99.08694097195558,3.0113856404754955,0.8664338837649488,0.0,1.5078061155079303
Auckland,December,2030,55.32880836958857,Low,81.3405020761979,39.24704693260344,111.73746656975452,94.7191542967247,2.831501494337836,0.0,0.732385872618711,1.3156970658898122
Berlin,January,2030,47.95878236827933,Low,57.66158683340779,40.927046054712385,81.85963192883071,91.30244387203547,2.181726301777857,0.0,0.0,0.872690520711143
Berlin,February,2030,57.983860839719746,Low,61.5025940065023,43.12108673838615,81.35212391705062,90.84071725340809,1.5708792282892285,0.0,0.0,0.6283516913156915
Berlin,March,2030,59.83622571983251,Low,60.55234209458163,45.629517574578465,79.18685166323053,91.35977663938154,0.0,3.8250463341811525,0.16406428095985992,1.3797822872033683
Berlin,April,2030,53.70078911284022,Low,66.0511025059436,41.5773022504116,77.91778688240835,94.32418993008446,3.339395859719992,1.728029543527315,3.136261544255235,2.724634070186366
Berlin,May,2030,45.99223912837284,Low,47.4101461765564,45.73331491316572,78.82660492012967,91.76938134013187,0.0,0.0,0.8572699237448811,0.21431748093622027
Berlin,June,2030,47.30987557558708,Low,58.5037857591825,44.83129422277687,83.48474070477167,95.07807286693524,0.7970536610229005,0.562110115313267,0.0,0.5155600047688037
Berlin,July,2030,62.39695849043768,Low,61.34873168274544,43.592368485353475,81.61375223375987,94.90685575034993,0.0,4.461304989452255,0.9914193111872046,1.8093115741050905
Berlin,August,2030,47.86873928357207,Low,63.339702750543324,47.545159792841964,85.2497070379964,93.68957616006806,1.0070997403006066,4.088582467885742,0.0,1.8338437598802524
Berlin,September,2030,54.60459013465226,Low,47.20086333475695,46.17424203176727,82.7433492465067,92.65217633117885,1.2444186367288972,1.0771447340823328,0.7036498658650553,1.0506805780866393
Berlin,October,2030,52.235527410050985,Low,58.392742733394776,44.52507879652755,82.55667298690017,94.67682433854036,0.0,0.0,0.0,0.0
Berlin,November,2030,46.248850103242205,Low,54.97440232853684,42.26063296482367,79.73313575932086,92.68823913929262,1.2725391881861663,0.5854957012047753,0.7546696521282015,0.9026065837281882
Berlin,December,2030,53.110057337263626,Low,62.297686962096954,44.21731161621081,79.19308561714456,90.91229737166019,0.05285093454068246,0.0,0.0,0.021140373816272984
Cairo,January,2030,68.9139769511659,Very High,8.844129888835765,109.01533340457567,54.88566317538896,69.74298636858607,0.0,0.6249917344635161,0.0,0.2187471070622306
Cairo,February,2030,74.61505478736377,Very High,8.023116545808568,107.58064709395168,54.162330153707416,68.59791348117145,5.355455157125858,0.954871085123096,2.1217778676230608,3.006831409549192
Cairo,March,2030,84.87903381234372,Very High,17.394892251314,109.44845335666638,56.342958304584315,71.54719846047857,2.372923631245061,0.0,0.49096742453858805,1.0719113086326713
Cairo,April,2030,78.62980208554922,Very High,14.74672203197871,109.31596772950299,55.31592192632351,65.52025927516073,0.0,0.0,0.0,0.0
Cairo,May,2030,73.30560779223228,Very High,17.941672994423143,111.00809573771417,56.98110127799185,67.05774168099553,0.3570597880815219,0.0,0.0,0.14282391523260876
Cairo,June,2030,76.77829353918483,Very High,13.627939742628334,107.12875512732414,54.79928565603818,68.0577353247996,1.7543474552561378,1.947405107406086,1.381992256892772,1.7288288339177784
Cairo,July,2030,85.93072842329553,Very High,21.94899340063816,108.98103735223467,58.13466752553121,68.50035920198968,1.4042461118064704,1.018823499126913,0.9188824375845783,1.1480072788131523
Cairo,August,2030,82.81921304163691,Very High,10.47566229271654,108.77287753914077,56.957983514836215,71.41193818527516,0.0,0.0,1.7861942429234217,0.4465485607308554
Cairo,September,2030,69.56639513225683,Very High,18.562528183468718,114.19219992676875,56.025383048376575,70.12269044468914,1.9544922613377773,0.0,0.0,0.781796904535111
Cairo,October,2030,67.95086140951759,Very High,20.822754200177975,108.88334867734272,58.329542144874345,69.39066520960925,2.5443319992719378,3.20956727067521,0.7102779137346205,2.3186508228787535
Cairo,November,2030,66.57435518875474,Very High,11.186491309575883,106.84607714619307,55.75296804160865,69.62200903814099,0.3743352105550075,0.0,0.42508642254802154,0.2560056898590084
Cairo,December,2030,69.7455679722556,Very High,8.55864278935002,108.2222545381762,58.37132833017251,67.35263155335375,0.0,1.2219115189505885,0.2577168746739682,0.49209825030119797
Denver,January,2030,64.3126680753468,Medium,39.349692306144135,49.84458216016042,99.00247782104854,88.17531156487517,3.726740616878204,4.116222342706384,1.246509991521585,3.243001564578912
Denver,February,2030,60.950541414965436,Medium,50.793746568918486,49.156419589445036,95.25402975043569,89.07780094568048,4.609156292555287,2.056596630115671,0.0,2.5634713375626
Denver,March,2030,60.45792047565815,Medium,35.46740782993404,50.642645881258254,98.93291863195215,89.84000556500366,0.0,0.5872317937486619,0.0,0.20553112781203164
Denver,April,2030,61.8583247586339,Medium,41.662548504972335,51.932934943713306,93.65709899686749,88.21107326239698,0.2379229207124543,1.0243179840656822,1.905370155836654,0.930023001667134
Denver,May,2030,62.193742444563476,Medium,43.399999808398356,46.91387265873449,91.63247008522873,87.0409469578032,1.6385845151582903,0.0,0.0,0.6554338060633161
Denver,June,2030,57.19269132942345,Medium,33.73463791351417,51.35666411200486,95.5935566845776,93.78282270398549,1.591809827659149,0.0,3.0549595261935036,1.4004638126120357
Denver,July,2030,55.22769279025357,Medium,42.00948470590617,49.952073012808675,96.88707296766779,87.49894796375366,0.0,0.0,3.169790076054521,0.7924475190136302
Denver,August,2030,61.88797998957677,Medium,32.07855490093285,47.97059040880435,100.22083693630476,85.138628748332,0.0,0.8241032357415263,1.5277844800291227,0.6703822525168148
Denver,September,2030,60.245917098924124,Medium,43.084096737645446,51.380078077751335,90.85172917326457,88.5142636186186,1.8012765270897613,1.1553080448335105,0.0965858784634635,1.1490148961434992
Denver,October,2030,59.74410494682366,Medium,34.08072388552568,48.05395179870268,94.50746912029952,87.8358814067121,4.033075201949229,0.0,0.0,1.6132300807796918
Denver,November,2030,57.84351027015519,Medium,38.499397905258384,49.96483803081528,97.98074190471921,87.35843227172656,0.04998125356662919,2.14769638110272,1.0119996322718858,1.024686142880575
Denver,December,2030,62.81466669733965,Medium,34.93542578102592,49.39446881542448,95.6000616066268,90.77351297928284,3.1856934854645114,0.0,1.1224175895880464,1.5548817915828161
Edinburgh,January,2030,50.66457927532678,Low,66.53218763981074,50.85360064572561,86.22728930168407,90.25580562353964,1.3578113210598008,0.0,0.0,0.5431245284239203
Edinburgh,February,2030,59.503859795888204,Low,71.68216271689964,59.26130750567667,85.85140670712441,92.68599791163845,3.2038603213247394,1.5361985874987887,0.0,1.819213634154472
Edinburgh,March,2030,59.15008091732775,Low,62.767248679537104,54.01959683961342,84.49759448225359,89.39296209844514,3.452314499098077,4.100153260130637,0.6176004179166743,2.9703795451641226
Edinburgh,April,2030,55.659656300278684,Low,66.54602747894346,56.392513798153914,84.47426522327133,92.5879577166317,0.0,0.3948531109741695,1.7509950167048043,0.5759473430171604
Edinburgh,May,2030,51.119367263491206,Low,73.9883530868164,55.312684690707265,83.6025804453013,94.04827721614147,3.8525994061407474,0.67609050192582,0.3593413639702241,1.867506779122892
Edinburgh,June,2030,46.05330553731448,Low,65.3865597608104,54.84494479115764,83.06147254638482,90.18519825795619,1.3460791762961597,0.0,2.2609355529980313,1.1036655587679718
Edinburgh,July,2030,44.732141178671796,Low,65.53286919289258,50.76697390871973,86.79143689372182,92.99211809060834,0.9527854184300176,2.6512198392331854,0.0,1.309041111103622
Edinburgh,August,2030,60.68545971542419,Low,64.54718188851078,57.032715779372765,83.2125611192717,96.09386756332644,1.5291588581204323,0.0,5.382128251402031,1.9571956060986808
Edinburgh,September,2030,52.824402489473165,Low,65.07514043919284,55.685410065909906,84.80852614309724,93.27447711727042,1.8668328009467348,0.0,3.1305219888377573,1.5293636175881333
Edinburgh,October,2030,61.80160638573957,Low,63.91686833190997,55.830597441022434,85.61327782004116,89.00734466752692,3.7815152104765293,3.663644861147133,0.9771886509758773,3.0391789483360774
Edinburgh,November,2030,57.67918468571402,Low,63.166356553113715,58.79300225650177,85.17631481825498,93.76919859704127,1.1648424296115687,0.3436932021243457,0.0724893522601463,0.604351930653185
Edinburgh,December,2030,42.91037883184012,Low,59.66262142398241,53.0657470703265,84.8180850236041,87.87556211873489,3.270325005347214,0.0,1.125370826805459,1.5894727088402505
Frankfurt,January,2030,70.64331139321399,Medium,51.78400943936028,61.195160221286336,87.60258617486616,93.2455354837899,0.80369007115199,3.4989440879803153,0.5793527561113981,1.6909446482817558
Frankfurt,February,2030,62.62793310681595,Medium,47.96942750113939,59.23774018839243,92.28083517475231,98.5660233153475,0.2955780698589366,0.0,4.244838415164352,1.1794408317346627
Frankfurt,March,2030,65.05205574878295,Medium,49.52668635853178,62.12592920677302,90.71395982602391,96.39100884551735,0.0,1.5885496693135888,1.8145805328886002,1.009637517481906
Frankfurt,April,2030,57.04245462383169,Medium,41.28858156903218,59.51841350360788,86.04719768143227,96.10707194754191,2.0760952016145957,1.284406033928415,0.0,1.2799801925207834
Frankfurt,May,2030,58.82543234811594,Medium,51.61576621287716,60.131500223474674,89.59875019056342,95.31861468245697,0.6276308794886326,4.529629407264941,0.5239639071064317,1.9674136211147901
Frankfurt,June,2030,67.60400269623167,Medium,56.221863984074126,59.97571977227132,88.47148406630845,93.65023162773943,1.086276951121394,0.5958610954812555,5.2412833978641675,1.953383013333039
Frankfurt,July,2030,56.20406936235725,Medium,50.35000972118934,58.37231777217478,90.87668304498968,93.48378538467801,1.6306813973135,0.0,0.0,0.6522725589254
Frankfurt,August,2030,61.99860321667783,Medium,44.37393851159928,58.14228354275679,92.49428563154018,95.92842877575119,3.1739814853946484,3.2349769347728783,1.9309976033320506,2.8845839221613794
Frankfurt,September,2030,55.89228065941425,Medium,52.54027516748781,58.8687656642296,90.06582819725713,92.56150379161208,0.0,2.9461675423313602,0.0,1.031158639815976
Frankfurt,October,2030,58.13324351810709,Medium,55.903828104992016,60.19589501213089,87.77390054201905,93.27961009656032,1.2171906231124554,3.6199887682750775,0.0,1.7538723181412594
Frankfurt,November,2030,56.484594168296155,Medium,52.25421698856301,62.41376779092003,88.89307626035661,97.38387214303233,0.20576660713760392,2.3584446191278037,0.0,0.9077622595497727
Frankfurt,December,2030,58.84223948696523,Medium,50.44407366836044,63.1343138651128,87.7856298146161,93.6185873307566,4.330275927507845,0.3043990924443641,0.013319056635696214,1.8419798175175894
Geneva,January,2030,61.86321073415995,Low,74.8180287825983,32.54578289932995,119.00762933523029,98.88004601752776,0.0,0.0,0.5447462574619679,0.13618656436549198
Geneva,February,2030,56.05945775478753,Low,75.13197144452317,35.18510006363479,118.66785835251567,99.58850431626769,0.0,0.0,0.0,0.0
Geneva,March,2030,52.37226011674042,Low,75.05376020475757,29.92434811452437,119.46954758774027,105.85635633446896,0.43909881095027214,1.2157517298157325,0.2620252145306906,0.6666589334482879
Geneva,April,2030,56.014037398051364,Low,80.29443153975285,32.094068760623784,121.98296617752214,98.33210073934558,1.0216028703131161,1.4477621453385923,2.449639316592104,1.5277677281417799
Geneva,May,2030,59.33914023276155,Low,74.04650956191013,32.33890723151851,124.29194844776643,100.44538667226043,1.7338999437284515,0.0,0.22400579283862454,0.7495614257010368
Geneva,June,2030,58.288713133159234,Low,82.06468518676576,34.670872857766916,118.08021451122907,101.97074567408553,1.9297682082903078,0.0,1.1887473149787784,1.0690941120608177
Geneva,July,2030,43.08914610440862,Low,67.57700824296043,36.345128360934346,122.41877851447084,98.87878936664646,0.0,0.0,2.6800953129305376,0.6700238282326344
Geneva,August,2030,66.05570500739064,Low,69.48069114255466,35.38497728258829,119.48117411504658,100.85977361824797,0.0,0.0,0.0,0.0
Geneva,September,2030,55.39769938021833,Low,69.78242289313917,32.84007512883742,119.37694249053114,98.84920032820366,0.0,3.6399423421052837,4.666384856264884,2.44057603380307
Geneva,October,2030,56.55880151274341,Low,65.34540945590618,36.76525266014245,119.3913061035967,97.4003465694104,0.7533589981875484,0.0,3.356087030094012,1.1403653567985224
Geneva,November,2030,54.75112140147645,Low,68.39359650168004,34.24781181368229,122.61543521851732,100.08004364534021,1.88371912836051,0.2541004203765996,5.835557275976215,2.3013121174700677
Geneva,December,2030,52.35603500954538,Low,75.62682225502945,32.043059670415786,118.243126883017,98.11354310519728,2.595642865530517,1.2872769868964582,0.0,1.488804091625967
Helsinki,January,2030,59.67900671396559,Low,70.57864212547648,28.998880030334956,98.7589751816379,100.43004930878791,4.513175846654945,0.0,0.0,1.805270338661978
Helsinki,February,2030,61.92748206697679,Low,72.55205069374625,29.75436188543123,97.33494472975809,98.43435911465137,0.1533182825311813,1.849427720461082,0.0,0.7086270151738512
Helsinki,March,2030,61.673888929208495,Low,81.6786861458732,30.75175336760388,98.95499969009565,99.56063871164456,0.0,0.8024420293803135,0.0,0.2808547102831097
Helsinki,April,2030,56.818438733846484,Low,84.23855836708177,26.637302783865465,94.61019011560593,96.66282605286732,1.2180515745628075,0.04849762556989268,2.5935407829861443,1.1525799945211217
Helsinki,May,2030,65.74937865210373,Low,82.81472215246298,29.758889728190233,95.63010723516672,98.14226448298673,1.2981025569870226,0.0,0.0,0.5192410227948091
Helsinki,June,2030,61.48617124271633,Low,79.72471004527338,31.940033383697106,93.99906373938103,99.38537550645763,0.32862067614168544,2.4087125950394914,0.5696380981199318,1.116907203250479
Helsinki,July,2030,67.13302158501102,Low,70.62723497804154,26.99863635214441,93.55820754646646,97.08399698847133,0.0,0.5389210939236208,0.0,0.18862238287326724
Helsinki,August,2030,66.66995649373914,Low,78.15721707062737,30.393828707278065,95.59108665530358,101.4766935586964,1.0881310499072905,0.0,4.417852848619065,1.5397156321176824
